state_fips,state_abbr,municipality_name,county_name,total_active_licenses,has_consumption_license,has_distribution_license,has_limited_distribution,has_club_license,has_hotel_license,has_manufacturer,consumption_count,distribution_count,limited_distribution_count,club_count,hotel_count,manufacturer_count,grocery_can_sell_alcohol,population_2020,max_consumption_quota,consumption_slots_remaining,max_distribution_quota,distribution_slots_remaining,is_over_consumption_quota,is_over_distribution_quota,quota_notes
42,PA,Ashville,Cambria,2,False,False,False,True,False,False,0,0,0,1,0,0,False,213,44,44,,,False,,44 consumption slots available
42,PA,Aspinwall,Allegheny,11,True,False,False,True,False,True,6,0,0,1,0,1,True,2916,416,410,,,False,,410 consumption slots available
42,PA,Aston Twp,Delaware,18,True,True,False,True,False,False,9,3,0,4,0,0,True,,192,183,,,False,,183 consumption slots available
42,PA,Asylum Twp,Bradford,3,False,False,False,True,False,False,0,0,0,3,0,0,False,,19,19,,,False,,19 consumption slots available
42,PA,Athens,Bradford,4,True,False,False,True,False,True,2,0,0,1,0,1,True,3267,19,17,,,False,,17 consumption slots available
42,PA,Athens Twp,Bradford,9,True,True,False,True,True,False,7,1,0,1,1,0,True,,19,12,,,False,,12 consumption slots available
42,PA,Auburn,Schuylkill,2,False,False,False,True,False,False,0,0,0,1,0,0,False,660,47,47,,,False,,47 consumption slots available
42,PA,Austin,Potter,1,False,True,False,False,False,False,0,1,0,0,0,0,True,482,5,5,,,False,,5 consumption slots available
42,PA,Avalon,Allegheny,5,True,True,False,False,False,False,3,1,0,0,0,0,True,4762,416,413,,,False,,413 consumption slots available
42,PA,Avis,Clinton,2,True,False,False,False,False,False,2,0,0,0,0,0,True,1473,12,10,,,False,,10 consumption slots available
42,PA,Avoca,Luzerne,9,True,False,False,True,True,False,6,0,0,3,1,0,True,2507,108,102,,,False,,102 consumption slots available
42,PA,Avondale Boro,Chester,2,True,False,False,False,False,True,1,0,0,0,0,1,True,,178,177,,,False,,177 consumption slots available
42,PA,Avonmore,Westmoreland,3,False,False,False,True,False,False,0,0,0,3,0,0,False,900,118,118,,,False,,118 consumption slots available
42,PA,Ayr Twp,Fulton,5,True,True,False,False,False,False,2,2,0,0,0,0,True,,4,2,,,False,,2 consumption slots available
42,PA,Baden,Beaver,4,True,False,False,True,True,False,3,0,0,1,1,0,True,3904,56,53,,,False,,53 consumption slots available
42,PA,Bald Eagle Twp,Clinton,8,True,True,False,False,False,False,6,1,0,0,0,0,True,,12,6,,,False,,6 consumption slots available
42,PA,Baldwin,Allegheny,23,True,True,False,True,False,False,13,3,0,5,0,0,True,21510,416,403,,,False,,403 consumption slots available
42,PA,Baldwin Twp,Allegheny,2,True,False,False,False,False,False,2,0,0,0,0,0,True,,416,414,,,False,,414 consumption slots available
42,PA,Bally,Berks,3,True,False,False,True,False,False,2,0,0,1,0,0,True,1228,142,140,,,False,,140 consumption slots available
42,PA,Bangor,Northampton,11,True,False,False,True,True,True,3,0,0,4,1,2,True,5187,104,101,,,False,,101 consumption slots available
42,PA,Banks Twp,Carbon,5,True,False,False,True,False,False,4,0,0,1,0,0,True,,21,17,,,False,,17 consumption slots available
42,PA,Barkeyville,Venango,1,True,False,False,False,False,False,1,0,0,0,0,0,True,188,16,15,,,False,,15 consumption slots available
42,PA,Barnett Twp,Jefferson,5,True,False,False,False,True,True,4,0,0,0,3,1,True,,14,10,,,False,,10 consumption slots available
42,PA,Barr Twp,Cambria,6,True,False,False,True,True,False,3,0,0,1,1,0,True,,44,41,,,False,,41 consumption slots available
42,PA,Barrett Twp,Monroe,11,True,False,False,True,True,True,9,0,0,1,4,1,True,,56,47,,,False,,47 consumption slots available
42,PA,Bastress Twp,Lycoming,2,True,False,False,False,False,True,1,0,0,0,0,1,True,,38,37,,,False,,37 consumption slots available
42,PA,Bath,Northampton,7,True,True,False,True,True,False,3,1,0,3,1,0,True,2808,104,101,,,False,,101 consumption slots available
42,PA,Beallsville Borough,Washington,1,False,False,False,False,False,True,0,0,0,0,0,1,False,393,69,69,,,False,,69 consumption slots available
42,PA,Bear Creek Twp,Luzerne,5,True,False,False,False,False,False,5,0,0,0,0,0,True,,108,103,,,False,,103 consumption slots available
42,PA,Bear Lake Borough,Warren,1,True,False,False,False,False,False,1,0,0,0,0,0,True,148,12,11,,,False,,11 consumption slots available
42,PA,Beaver Boro,Beaver,1,False,True,False,False,False,False,0,1,0,0,0,0,True,,56,56,,,False,,56 consumption slots available
42,PA,Beaver Falls,Beaver,16,True,True,False,True,False,False,11,1,0,3,0,0,True,9005,56,45,,,False,,45 consumption slots available
42,PA,Beaver Meadows,Carbon,1,True,False,False,False,False,False,1,0,0,0,0,0,True,897,21,20,,,False,,20 consumption slots available
42,PA,Beaver Twp,Clarion,4,True,False,False,True,False,False,3,0,0,1,0,0,True,,12,9,,,False,,9 consumption slots available
42,PA,Beavertown,Snyder,1,False,True,False,False,False,False,0,1,0,0,0,0,True,1004,13,13,,,False,,13 consumption slots available
42,PA,Beccaria Twp,Clearfield,2,True,False,False,True,False,False,1,0,0,1,0,0,True,,26,25,,,False,,25 consumption slots available
42,PA,Bechtelsville,Berks,2,True,False,False,True,False,False,1,0,0,1,0,0,True,884,142,141,,,False,,141 consumption slots available
42,PA,Bedford,Bedford,13,True,True,False,True,True,True,7,2,0,1,1,2,True,2865,15,8,,,False,,8 consumption slots available
42,PA,Bedford Twp,Bedford,10,True,False,False,True,True,False,7,0,0,2,2,0,True,,15,8,,,False,,8 consumption slots available
42,PA,Bedminster Twp,Bucks,7,True,False,False,False,False,True,4,0,0,0,0,3,True,,215,211,,,False,,211 consumption slots available
42,PA,Beech Creek,Clinton,5,True,False,False,True,True,False,4,0,0,1,1,0,True,736,12,8,,,False,,8 consumption slots available
42,PA,Bell Acres,Allegheny,2,True,False,False,True,False,False,1,0,0,1,0,0,True,1505,416,415,,,False,,415 consumption slots available
42,PA,Bell Twp,Jefferson,4,True,False,False,True,False,True,2,0,0,1,0,1,True,,14,12,,,False,,12 consumption slots available
42,PA,Belle Vernon,Fayette,1,False,False,False,True,False,False,0,0,0,1,0,0,False,1024,42,42,,,False,,42 consumption slots available
42,PA,Bellefonte,Centre,18,True,False,False,True,True,True,4,0,0,5,1,5,True,6105,52,48,,,False,,48 consumption slots available
42,PA,Bellevue,Allegheny,9,True,True,False,False,False,True,4,2,0,0,0,1,True,8311,416,412,,,False,,412 consumption slots available
42,PA,Bellwood,Blair,5,True,False,False,True,False,False,2,0,0,2,0,0,True,1827,40,38,,,False,,38 consumption slots available
42,PA,Ben Avon Heights,Allegheny,1,False,False,False,True,False,False,0,0,0,1,0,0,False,400,416,416,,,False,,416 consumption slots available
42,PA,Benezette Twp,Elk,3,True,False,False,False,True,False,3,0,0,0,2,0,True,,10,7,,,False,,7 consumption slots available
42,PA,Benner Twp,Centre,6,True,False,False,False,False,False,3,0,0,0,0,0,True,,52,49,,,False,,49 consumption slots available
42,PA,Bensalem Twp,Bucks,66,True,True,False,True,True,True,44,3,0,8,7,3,True,,215,171,,,False,,171 consumption slots available
42,PA,Bentleyville,Washington,9,True,False,False,True,True,False,5,0,0,4,1,0,True,2352,69,64,,,False,,64 consumption slots available
42,PA,Benton,Columbia,2,True,False,False,False,False,False,2,0,0,0,0,0,True,823,21,19,,,False,,19 consumption slots available
42,PA,Benton Twp,Columbia,8,True,True,False,True,False,True,3,1,0,1,0,2,True,,21,18,,,False,,18 consumption slots available
42,PA,Berlin,Somerset,8,True,False,False,True,True,True,3,0,0,1,2,1,True,2003,24,21,,,False,,21 consumption slots available
42,PA,Berlin Twp,Wayne,4,True,False,False,False,True,False,4,0,0,0,1,0,True,,17,13,,,False,,13 consumption slots available
42,PA,Bern Twp,Berks,7,True,False,False,True,False,False,4,0,0,3,0,0,True,,142,138,,,False,,138 consumption slots available
42,PA,Bernville,Berks,2,True,True,False,False,True,False,1,1,0,0,1,0,True,905,142,141,,,False,,141 consumption slots available
42,PA,Berwick,Columbia,26,True,True,False,True,False,True,11,2,0,11,0,1,True,10327,21,10,,,False,,10 consumption slots available
42,PA,Berwick Twp,Adams,3,True,False,False,False,True,False,3,0,0,0,1,0,True,,34,31,,,False,,31 consumption slots available
42,PA,Bessemer,Lawrence,2,False,False,False,True,False,False,0,0,0,1,0,0,False,1076,28,28,,,False,,28 consumption slots available
42,PA,Bethany,Wayne,1,True,False,False,False,True,False,1,0,0,0,1,0,True,241,17,16,,,False,,16 consumption slots available
42,PA,Bethel Park,Allegheny,39,True,True,False,True,True,True,23,5,0,3,1,3,True,,416,393,,,False,,393 consumption slots available
42,PA,Bethel Twp,Lebanon,17,True,True,False,True,True,False,11,1,0,3,2,0,True,,47,36,,,False,,36 consumption slots available
42,PA,Bethlehem,Lehigh,121,True,True,False,True,True,True,74,5,0,17,6,10,True,75781,124,50,,,False,,50 consumption slots available
42,PA,Bethlehem Twp,Northampton,22,True,True,False,True,True,False,18,1,0,2,3,0,True,,104,86,,,False,,86 consumption slots available
42,PA,Big Beaver,Beaver,2,True,False,False,False,True,False,2,0,0,0,1,0,True,1852,56,54,,,False,,54 consumption slots available
42,PA,Bigler Twp,Clearfield,2,False,False,False,True,False,False,0,0,0,2,0,0,False,,26,26,,,False,,26 consumption slots available
42,PA,Biglerville,Adams,1,False,False,False,True,False,False,0,0,0,1,0,0,False,1225,34,34,,,False,,34 consumption slots available
42,PA,Bingham Twp,Potter,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,5,5,,,False,,5 consumption slots available
42,PA,Birdsboro,Berks,9,True,True,False,True,False,False,4,1,0,3,0,0,True,5106,142,138,,,False,,138 consumption slots available
42,PA,Birmingham Twp,Chester,4,True,False,False,False,False,False,3,0,0,0,0,0,True,,178,175,,,False,,175 consumption slots available
42,PA,Black Creek Twp,Luzerne,8,True,False,False,True,False,False,4,0,0,1,0,0,True,,108,104,,,False,,104 consumption slots available
42,PA,Black Lick Twp,Indiana,4,True,False,False,False,False,True,1,0,0,0,0,2,True,,27,26,,,False,,26 consumption slots available
42,PA,Black Twp,Somerset,2,True,False,False,True,False,False,1,0,0,1,0,0,True,,24,23,,,False,,23 consumption slots available
42,PA,Blacklick Twp,Cambria,6,True,False,False,True,True,True,3,0,0,1,1,2,True,,44,41,,,False,,41 consumption slots available
42,PA,Blaine Twp,Washington,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,69,69,,,False,,69 consumption slots available
42,PA,Blair Twp,Blair,12,True,True,False,True,False,True,4,1,0,1,0,2,True,,40,36,,,False,,36 consumption slots available
42,PA,Blairsville,Indiana,6,True,True,False,True,False,True,2,1,0,1,0,1,True,3214,27,25,,,False,,25 consumption slots available
42,PA,Blakely,Lackawanna,17,True,True,False,True,True,True,10,2,0,2,1,1,True,6657,71,61,,,False,,61 consumption slots available
42,PA,Blawnox,Allegheny,9,True,True,False,True,False,True,4,1,0,2,0,1,True,1454,416,412,,,False,,412 consumption slots available
42,PA,Bloomfield Twp,Crawford,5,True,True,False,False,False,False,4,1,0,0,0,0,True,,27,23,,,False,,23 consumption slots available
42,PA,Blooming Grove Twp,Pike,7,True,True,False,True,False,False,4,1,0,2,0,0,True,,19,15,,,False,,15 consumption slots available
42,PA,Blooming Valley,Crawford,1,True,False,False,False,False,False,1,0,0,0,0,0,True,344,27,26,,,False,,26 consumption slots available
42,PA,Bloomsburg,Columbia,26,True,True,False,False,False,True,13,2,0,0,0,1,True,12711,21,8,,,False,,8 consumption slots available
42,PA,Bloss Twp,Tioga,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,13,13,,,False,,13 consumption slots available
42,PA,Blossburg,Tioga,5,True,True,False,True,False,False,1,1,0,2,0,0,True,1533,13,12,,,False,,12 consumption slots available
42,PA,Blythe Twp,Schuylkill,2,False,False,False,True,False,False,0,0,0,2,0,0,False,,47,47,,,False,,47 consumption slots available
42,PA,Boggs Twp,Clearfield,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,26,26,,,False,,26 consumption slots available
42,PA,Bolivar Borough,Westmoreland,3,False,True,False,True,False,False,0,1,0,1,0,0,True,435,118,118,,,False,,118 consumption slots available
42,PA,Bonneauville,Adams,1,False,False,False,True,False,False,0,0,0,1,0,0,False,1758,34,34,,,False,,34 consumption slots available
42,PA,Boswell Borough,Somerset,3,True,False,False,True,True,False,2,0,0,1,1,0,True,1224,24,22,,,False,,22 consumption slots available
42,PA,Bowmanstown,Carbon,2,True,False,False,True,False,False,1,0,0,1,0,0,True,889,21,20,,,False,,20 consumption slots available
42,PA,Boyertown,Berks,12,True,True,False,True,False,True,4,1,0,4,0,1,True,4264,142,138,,,False,,138 consumption slots available
42,PA,Brackenridge,Allegheny,8,True,True,False,True,False,False,3,1,0,2,0,0,True,3240,416,413,,,False,,413 consumption slots available
42,PA,Braddock,Allegheny,9,True,False,False,True,False,True,5,0,0,2,0,2,True,1721,416,411,,,False,,411 consumption slots available
42,PA,Braddock Hills,Allegheny,4,True,True,False,True,False,False,2,1,0,1,0,0,True,1730,416,414,,,False,,414 consumption slots available
42,PA,Bradford,Mckean,33,True,True,False,True,True,True,20,1,0,6,3,1,True,7849,13,-7,,,True,,Over consumption: 20/13 (grandfathered)
42,PA,Bradford Twp,Mckean,5,True,True,False,False,True,False,4,1,0,0,1,0,True,,13,9,,,False,,9 consumption slots available
42,PA,Brady Twp,Butler,5,False,False,False,False,False,True,0,0,0,0,0,2,False,,64,64,,,False,,64 consumption slots available
42,PA,Bradys Bend Twp,Armstrong,4,True,True,False,True,True,False,1,1,0,2,1,0,True,,21,20,,,False,,20 consumption slots available
42,PA,Braintrim Twp,Wyoming,2,True,False,False,True,False,False,1,0,0,1,0,0,True,,8,7,,,False,,7 consumption slots available
42,PA,Branch Twp,Schuylkill,4,True,True,False,False,False,False,3,1,0,0,0,0,True,,47,44,,,False,,44 consumption slots available
42,PA,Brecknock Twp,Lancaster,3,True,False,False,True,False,False,2,0,0,1,0,0,True,,184,182,,,False,,182 consumption slots available
42,PA,Brentwood,Allegheny,12,True,True,False,True,False,False,9,2,0,1,0,0,True,10082,416,407,,,False,,407 consumption slots available
42,PA,Briar Creek,Columbia,3,True,False,False,False,False,True,2,0,0,0,0,1,True,597,21,19,,,False,,19 consumption slots available
42,PA,Briar Creek Twp,Columbia,3,True,False,False,True,True,False,1,0,0,2,1,0,True,,21,20,,,False,,20 consumption slots available
42,PA,Bridgeport,Montgomery,15,True,True,False,True,False,True,6,1,0,2,0,3,True,5015,285,279,,,False,,279 consumption slots available
42,PA,Bridgeton Twp,Bucks,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,215,214,,,False,,214 consumption slots available
42,PA,Bridgeville,Allegheny,10,True,True,False,True,False,False,5,1,0,2,0,0,True,4804,416,411,,,False,,411 consumption slots available
42,PA,Bridgewater,Beaver,9,True,False,False,False,False,False,9,0,0,0,0,0,True,745,56,47,,,False,,47 consumption slots available
42,PA,Bridgewater Twp,Susquehanna,8,True,True,False,True,False,True,3,1,0,1,0,1,True,,12,9,,,False,,9 consumption slots available
42,PA,Brighton Twp,Beaver,3,True,False,False,False,False,False,2,0,0,0,0,0,True,,56,54,,,False,,54 consumption slots available
42,PA,Bristol,Bucks,29,True,True,False,True,True,True,11,1,0,6,1,4,True,9861,215,204,,,False,,204 consumption slots available
42,PA,Bristol Twp,Bucks,41,True,True,False,True,True,True,31,2,0,2,1,4,True,,215,184,,,False,,184 consumption slots available
42,PA,Broad Top City,Huntingdon,2,True,False,False,True,True,False,1,0,0,1,1,0,True,367,14,13,,,False,,13 consumption slots available
42,PA,Broad Top Twp,Bedford,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,15,15,,,False,,15 consumption slots available
42,PA,Brockway,Jefferson,9,True,True,False,True,False,False,4,1,0,3,0,0,True,2276,14,10,,,False,,10 consumption slots available
42,PA,Brokenstraw Twp,Warren,1,False,True,False,False,False,False,0,1,0,0,0,0,True,,12,12,,,False,,12 consumption slots available
42,PA,Brookhaven,Delaware,5,True,True,False,False,False,False,3,2,0,0,0,0,True,8300,192,189,,,False,,189 consumption slots available
42,PA,Brookville,Jefferson,15,True,True,False,True,False,False,10,2,0,2,0,0,True,3995,14,4,,,False,,4 consumption slots available
42,PA,Brown Twp,Mifflin,9,True,True,False,False,True,False,7,1,0,0,3,0,True,,15,8,,,False,,8 consumption slots available
42,PA,Brownstown,Cambria,2,False,False,False,True,False,False,0,0,0,1,0,0,False,696,44,44,,,False,,44 consumption slots available
42,PA,Brownsville Borough,Fayette,4,True,True,False,True,False,False,1,1,0,2,0,0,True,2185,42,41,,,False,,41 consumption slots available
42,PA,Brownsville Twp,Fayette,2,True,False,False,False,False,False,1,0,0,0,0,0,True,,42,41,,,False,,41 consumption slots available
42,PA,Bryn Athyn,Montgomery,4,False,False,False,True,False,False,0,0,0,2,0,0,False,1272,285,285,,,False,,285 consumption slots available
42,PA,Buck Twp,Luzerne,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,108,107,,,False,,107 consumption slots available
42,PA,Buckingham Twp,Bucks,21,True,False,False,False,True,True,14,0,0,0,2,3,True,,215,201,,,False,,201 consumption slots available
42,PA,Buffalo Twp,Perry,17,True,True,False,True,False,True,7,1,0,3,0,4,True,,15,8,,,False,,8 consumption slots available
42,PA,Bullskin Twp,Fayette,7,True,False,False,True,False,False,2,0,0,2,0,0,True,,42,40,,,False,,40 consumption slots available
42,PA,Burgettstown,Washington,9,True,True,False,True,False,True,3,1,0,3,0,2,True,1425,69,66,,,False,,66 consumption slots available
42,PA,Burlington,Bradford,1,True,False,False,False,False,False,1,0,0,0,0,0,True,144,19,18,,,False,,18 consumption slots available
42,PA,Burlington Twp,Bradford,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,19,19,,,False,,19 consumption slots available
42,PA,Burnham,Mifflin,8,True,True,False,False,False,False,5,2,0,0,0,0,True,1991,15,10,,,False,,10 consumption slots available
42,PA,Burnside Twp,Clearfield,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,26,25,,,False,,25 consumption slots available
42,PA,Burrell Twp,Armstrong,12,True,False,False,True,True,False,7,0,0,1,1,0,True,,21,14,,,False,,14 consumption slots available
42,PA,Bushkill Twp,Northampton,5,True,False,False,True,False,False,4,0,0,1,0,0,True,,104,100,,,False,,100 consumption slots available
42,PA,Butler,Butler,20,True,True,False,True,True,True,4,1,0,7,1,1,True,13502,64,60,,,False,,60 consumption slots available
42,PA,Butler Twp,Butler,50,True,True,False,True,True,True,33,7,0,5,3,2,True,,64,31,,,False,,31 consumption slots available
42,PA,Cadogan Twp,Armstrong,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,21,20,,,False,,20 consumption slots available
42,PA,Caernarvon Twp,Berks,11,True,True,False,True,True,True,5,2,0,1,1,1,True,,142,137,,,False,,137 consumption slots available
42,PA,California,Washington,12,True,True,False,True,True,False,6,1,0,3,1,0,True,5362,69,63,,,False,,63 consumption slots available
42,PA,Callery Boro,Butler,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,64,64,,,False,,64 consumption slots available
42,PA,Caln Twp,Chester,14,True,True,False,True,False,False,10,1,0,2,0,0,True,,178,168,,,False,,168 consumption slots available
42,PA,Cambria Twp,Cambria,11,True,False,False,True,True,False,9,0,0,1,1,0,True,,44,35,,,False,,35 consumption slots available
42,PA,Cambridge Springs,Crawford,4,True,True,False,False,False,True,2,1,0,0,0,1,True,2590,27,25,,,False,,25 consumption slots available
42,PA,Cambridge Twp,Crawford,2,True,False,False,True,False,False,1,0,0,1,0,0,True,,27,26,,,False,,26 consumption slots available
42,PA,Camp Hill Borough,Cumberland,2,True,False,False,False,False,True,1,0,0,0,0,1,True,8130,86,85,,,False,,85 consumption slots available
42,PA,Canaan Twp,Wayne,2,True,False,False,False,False,False,2,0,0,0,0,0,True,,17,15,,,False,,15 consumption slots available
42,PA,Canoe Twp,Indiana,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,27,27,,,False,,27 consumption slots available
42,PA,Canonsburg,Washington,26,True,True,False,True,False,True,8,3,0,8,0,2,True,9744,69,61,,,False,,61 consumption slots available
42,PA,Canton,Bradford,2,False,False,False,True,False,False,0,0,0,2,0,0,False,1735,19,19,,,False,,19 consumption slots available
42,PA,Canton Twp,Bradford,12,True,True,False,True,False,True,7,1,0,2,0,1,True,,19,12,,,False,,12 consumption slots available
42,PA,Carbon Twp,Huntingdon,1,False,True,False,False,False,False,0,1,0,0,0,0,True,,14,14,,,False,,14 consumption slots available
42,PA,Carbondale,Lackawanna,17,True,True,False,True,True,True,11,2,0,3,2,1,True,8828,71,60,,,False,,60 consumption slots available
42,PA,Carbondale Twp,Lackawanna,4,True,False,False,False,False,False,4,0,0,0,0,0,True,,71,67,,,False,,67 consumption slots available
42,PA,Carlisle,Cumberland,56,True,True,False,True,True,True,18,2,0,7,2,12,True,20118,86,68,,,False,,68 consumption slots available
42,PA,Carmichaels,Greene,2,True,False,False,True,False,False,1,0,0,1,0,0,True,432,11,10,,,False,,10 consumption slots available
42,PA,Carnegie,Allegheny,21,True,True,False,True,False,True,8,2,0,6,0,3,True,8134,416,408,,,False,,408 consumption slots available
42,PA,Carroll Twp,Perry,20,True,True,False,True,True,True,10,2,0,4,1,1,True,,15,5,,,False,,5 consumption slots available
42,PA,Carroll Valley,Adams,3,True,False,False,False,True,False,3,0,0,0,1,0,True,3940,34,31,,,False,,31 consumption slots available
42,PA,Carrolltown Boro,Cambria,6,True,True,False,True,False,True,1,1,0,3,0,1,True,,44,43,,,False,,43 consumption slots available
42,PA,Cass Twp,Schuylkill,5,True,False,False,True,False,False,3,0,0,1,0,0,True,,47,44,,,False,,44 consumption slots available
42,PA,Cassandra Boro,Cambria,1,False,False,False,False,False,False,0,0,0,0,0,0,False,,44,44,,,False,,44 consumption slots available
42,PA,Castanea Twp,Clinton,4,False,False,False,True,False,True,0,0,0,3,0,1,False,,12,12,,,False,,12 consumption slots available
42,PA,Castle Shannon,Allegheny,18,True,True,False,True,False,True,11,3,0,1,0,1,True,8249,416,405,,,False,,405 consumption slots available
42,PA,Catasauqua,Lehigh,13,True,True,False,True,True,True,6,1,0,3,1,2,True,6518,124,118,,,False,,118 consumption slots available
42,PA,Catawissa,Columbia,3,True,True,False,True,False,False,1,1,0,1,0,0,True,1536,21,20,,,False,,20 consumption slots available
42,PA,Catharine Twp,Blair,6,False,False,False,True,False,False,0,0,0,1,0,0,False,,40,40,,,False,,40 consumption slots available
